	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
9-16	75	3	PURPLE_1	7	603	0	CH10_COMBAT_SM	NPC_TROLL_BLOB,NPC_POTTED_PLANT,BROZERKER,CENTAUR_OF_ATTENTION	DARK_DRACUL,ZOMBIE_SQUIRE,NPC_FIRE_IMP,GROOVY_DRUID,NPC_WILDLING_ARCHER	NPC_GOBLIN,NPC_POTTED_PLANT,NPC_POTTED_PLANT,[boss]CATAPULT_KNIGHT,CRIMSON_WITCH	DAISY_CHAINSAW,SHARD_BOOTS_MADE_FOR_WALKIN,SHARD_BUNNY_SLIPPERS,BANJO_OF_DUELING	SHARD_FRAMED_DIPLOMA,SHARD_REEL_NECRONOMICON,BIT_O_NIP
9-17	76	3	PURPLE_1	7	607	0	CH10_COMBAT_SM	DARK_DRACUL,NPC_ICE_GOLEM,CENTAUR_OF_ATTENTION,NPC_ICE_GOLEM	NPC_GOBLIN,MEDUSA,GROOVY_DRUID,MAGIC_DRAGON,NPC_ICE_GOLEM	[boss]BROZERKER,NPC_TROLL_BLOB,NPC_POTTED_PLANT,HYDRA,BONE_DRAGON,NPC_SCARECROW	SHARD_THE_UGLY_STICK,GOBLIN_GROG,DAISY_CHAINSAW,SHARD_BOOTS_MADE_FOR_WALKIN	SHARD_REEL_ENIDS_EXPENSIVE_ELIXIR,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,HEMP_BRACELET
9-18	77	3	PURPLE_1	7	609	1	CH10_COMBAT_2	NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_CRYSTAL_GOLEM,NPC_ICE_GOLEM,NPC_SCARECROW	BROZERKER,DRAGON_LADY,NINJA_DWARF,NPC_SCARECROW,NPC_SCARECROW,NPC_SCARECROW	ROLLER_WARRIOR,NPC_POTTED_PLANT,CRIMSON_WITCH,BONE_DRAGON,FAITH_HEALER,[boss]SAVAGE_CUTIE	SHARD_REEL_THE_MAD_GODS_TRIDENT,BANJO_OF_DUELING,SHARD_REEL_BIG_STABBY_SPEAR	SHARD_THE_UGLY_STICK,SHARD_REEL_TOME_OF_FORBIDDEN_TRIVIA,WAND_OF_GOLD_SPARKLES
10-0	72	3	PURPLE_2	7	610	1	CH10_COMBAT_1	NPC_POTTED_PLANT,UNSTABLE_UNDERSTUDY,BARDBARIAN	NPC_INFERNO_SPIDER,NPC_KAMIKAZE_GNOME,NPC_WILDLING_ARCHER	NPC_TROLL_BLOB,DARK_HORSE,NINJA_DWARF,[boss]CENTAUR_OF_ATTENTION,CRIMSON_WITCH	SHARD_REEL_THE_1_RING,SHARD_REEL_POCKET_PROTECTOR,SHARD_DEAD_EYE	SHARD_REEL_POCKET_PROTECTOR,SHARD_REEL_THE_1_RING,SHARD_REEL_THE_1_RING
10-1	72	3	PURPLE_2	7	614	0	CH11_COMBAT_SM	DARK_DRACUL,CATAPULT_KNIGHT,MAGIC_DRAGON	HYDRA,DUST_DEVIL,AQUATIC_MAN,NPC_TROLL_BLOB	NPC_FIRE_IMP,[boss]BONE_DRAGON,NPC_ICE_GOLEM,MOON_DRAKE,NPC_CRYSTAL_GOLEM	SHARD_REEL_DECODER_RING,SHARD_REEL_MJOLNIRBY,SHARD_REEL_BLACKSTEEL_BLADE	SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_MJOLNIRBY,SHARD_REEL_MJOLNIRBY
10-2	72	3	PURPLE_2	7	616	0	CH11_COMBAT_SM	ZOMBIE_SQUIRE,COSMIC_ELF,DUST_DEVIL	NPC_POTTED_PLANT,ELECTROYETI,NPC_ICE_GOLEM,MAGIC_DRAGON	NPC_POTTED_PLANT,[boss]POLEMASTER,DARK_DRACUL,SHADOW_ASSASSIN,NPC_CRYSTAL_GOLEM	SHARD_REEL_SUPER_SPIKEY_SPEAR,SHARD_FRAMED_DIPLOMA,SHARD_REEL_CHUGG_BOOTS	SHARD_REEL_CHUGG_BOOTS,SHARD_REEL_CHUGG_BOOTS,SHARD_REEL_CHUGG_BOOTS,SHARD_FRAMED_DIPLOMA,SHARD_FRAMED_DIPLOMA
10-3	73	3	PURPLE_2	7	617	1	CH11_COMBAT_1	NPC_KAMIKAZE_GNOME,NPC_SCARECROW,SHADOW_ASSASSIN,NPC_WILDLING_ARCHER	NPC_TROLL_BLOB,DRAGON_LADY,UNSTABLE_UNDERSTUDY,MAGIC_DRAGON	NPC_MR_SMASHY,DARK_DRACUL,HYDRA,[boss]ROLLER_WARRIOR,MEDUSA	SHARD_REEL_DECODER_RING,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_WIZARDY_FOR_IDIOTS	SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_REEL_DECODER_RING,SHARD_REEL_DECODER_RING,SHARD_REEL_DECODER_RING,SHARD_REEL_DECODER_RING
10-4	73	3	PURPLE_2	7	621	0	CH11_COMBAT_SM	NPC_STONE_IMP,ZOMBIE_SQUIRE,NPC_SCARECROW	DARK_DRACUL,NINJA_DWARF,ROLLER_WARRIOR,NPC_ICE_GOLEM,FAITH_HEALER	POLEMASTER,NPC_SCARECROW,ELECTROYETI,[boss]SHADOW_ASSASSIN,NPC_HEALER_SPRITE	SHARD_MACE_OF_FRIENDSHIP,SHARD_VORPAL_BOOMERANG,SHARD_REEL_DRAGON_SCALE	SHARD_REEL_DRAGON_SCALE,SHARD_REEL_DRAGON_SCALE,SHARD_REEL_DRAGON_SCALE,SHARD_VORPAL_BOOMERANG,SHARD_VORPAL_BOOMERANG
10-5	73	3	PURPLE_2	7	623	0	CH11_COMBAT_SM	POLEMASTER,NPC_MYSTIC_WILDLING,NPC_CRYSTAL_GOLEM	NPC_STONE_IMP,NPC_INFERNO_SPIDER,NPC_GOBLIN,CRIMSON_WITCH	NPC_FIRE_IMP,MEDUSA,DUST_DEVIL,[boss]GROOVY_DRUID,CENTAUR_OF_ATTENTION	SHARD_REEL_DIRK_OF_DISEMBOWELING,SHARD_REEL_POCKET_PROTECTOR,SHARD_LOST_DISK_OF_POWER	SHARD_LOST_DISK_OF_POWER,SHARD_LOST_DISK_OF_POWER,SHARD_LOST_DISK_OF_POWER,SHARD_REEL_POCKET_PROTECTOR,SHARD_REEL_POCKET_PROTECTOR
10-6	74	3	PURPLE_2	7	624	1	CH11_COMBAT_1	DRAGON_LADY,NPC_GOBLIN,HYDRA,NPC_CRYSTAL_GOLEM	NPC_MR_SMASHY,NPC_MR_SMASHY,GROOVY_DRUID,FAITH_HEALER,MOON_DRAKE	DARK_HORSE,NPC_KAMIKAZE_GNOME,[boss]SPIKEY_DRAGON,CENTAUR_OF_ATTENTION,SHADOW_ASSASSIN	SHARD_REEL_SUPER_SPIKEY_SPEAR,SHARD_REEL_MJOLNIRBY,SHARD_LIGER_BALM	SHARD_REEL_MJOLNIRBY,SHARD_REEL_SUPER_SPIKEY_SPEAR,SHARD_REEL_SUPER_SPIKEY_SPEAR
10-7	74	3	PURPLE_2	7	628	0	CH11_COMBAT_SM	NPC_FIRE_IMP,POLEMASTER,CRIMSON_WITCH	NPC_TROLL_BLOB,NPC_INFERNO_SPIDER,MAGIC_DRAGON,CENTAUR_OF_ATTENTION,NPC_WILDLING_ARCHER	[boss]ZOMBIE_SQUIRE,ELECTROYETI,NPC_HEALER_SPRITE,MOON_DRAKE,NPC_ICE_GOLEM	REEL_THE_POWER_OF_MEDICINE,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_WIZARDY_FOR_IDIOTS	SHARD_WIZARDY_FOR_IDIOTS,SHARD_WIZARDY_FOR_IDIOTS,SHARD_WIZARDY_FOR_IDIOTS,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS
10-8	74	3	PURPLE_2	7	630	0	CH11_COMBAT_SM	ROLLER_WARRIOR,NPC_TROLL_BLOB,NPC_HEALER_SPRITE,NPC_CRYSTAL_GOLEM	BROZERKER,NPC_TROLL_BLOB,NPC_ICE_GOLEM,CENTAUR_OF_ATTENTION,NPC_CRYSTAL_GOLEM	[boss]DARK_HORSE,NPC_MYSTIC_WILDLING,DUST_DEVIL,CRIMSON_WITCH,MAGIC_DRAGON	COPPER_ORE,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_LIGER_BALM	SHARD_LIGER_BALM,SHARD_LIGER_BALM,SHARD_LIGER_BALM,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_IMPRACTICAL_CHESTPLATE
10-9	75	3	PURPLE_2	7	631	1	CH11_COMBAT_1	ZOMBIE_SQUIRE,DARK_DRACUL,NPC_HEALER_SPRITE,NPC_MYSTIC_WILDLING,COSMIC_ELF	NPC_KAMIKAZE_GNOME,CATAPULT_KNIGHT,UNSTABLE_UNDERSTUDY,NPC_WILDLING_ARCHER	BROZERKER,[boss]MEDUSA,FROST_GIANT,CRIMSON_WITCH,FAITH_HEALER	SHARD_MACE_OF_FRIENDSHIP,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_LOST_DISK_OF_POWER	SHARD_IMPRACTICAL_CHESTPLATE,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_MACE_OF_FRIENDSHIP,SHARD_MACE_OF_FRIENDSHIP,SHARD_MACE_OF_FRIENDSHIP,SHARD_MACE_OF_FRIENDSHIP
10-10	75	3	PURPLE_2	7	635	0	CH11_COMBAT_SM	NPC_GOBLIN,BARDBARIAN,FAITH_HEALER,MOON_DRAKE	NPC_INFERNO_SPIDER,NINJA_DWARF,COSMIC_ELF,AQUATIC_MAN,HYDRA	ROLLER_WARRIOR,DARK_HORSE,BONE_DRAGON,[boss]FROST_GIANT,NPC_WILDLING_ARCHER	SHARD_REEL_THE_1_RING,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,SHARD_DEAD_EYE	SHARD_DEAD_EYE,SHARD_DEAD_EYE,SHARD_DEAD_EYE,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER
10-11	75	3	PURPLE_2	7	637	0	CH11_COMBAT_SM	NPC_TROLL_BLOB,SNAP_DRAGON,ZOMBIE_SQUIRE,DUST_DEVIL	NPC_TROLL_BLOB,MAGIC_DRAGON,BARDBARIAN,DARK_HORSE	NPC_INFERNO_SPIDER,HYDRA,FROST_GIANT,CRIMSON_WITCH,[boss]FAITH_HEALER,CENTAUR_OF_ATTENTION	SHARD_REEL_DECODER_RING,SHARD_REEL_POCKET_PROTECTOR,SHARD_REEL_BLACKSTEEL_BLADE	SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_BLACKSTEEL_BLADE,SHARD_REEL_POCKET_PROTECTOR,SHARD_REEL_POCKET_PROTECTOR
10-12	76	3	PURPLE_2	7	639	1	CH11_COMBAT_2	DRAGON_LADY,SNAP_DRAGON,DUST_DEVIL,NPC_BUFF_SPRITE,MOON_DRAKE	NPC_POTTED_PLANT,NPC_KAMIKAZE_GNOME,NPC_BUFF_SPRITE,MEDUSA,NPC_ICE_GOLEM	NPC_TROLL_BLOB,NINJA_DWARF,MINOTAUR,NPC_SCARECROW,[boss]SPIKEY_DRAGON	SHARD_REEL_DIRK_OF_DISEMBOWELING,SHARD_FRAMED_DIPLOMA,SHARD_REEL_DRAGON_SCALE	SHARD_FRAMED_DIPLOMA,SHARD_FRAMED_DIPLOMA,SHARD_REEL_DIRK_OF_DISEMBOWELING,SHARD_REEL_DIRK_OF_DISEMBOWELING
10-13	76	3	PURPLE_2	7	642	0	CH11_COMBAT_SM	NPC_MR_SMASHY,NPC_HEALER_SPRITE,BARDBARIAN,NPC_WILDLING_SNIPER	NPC_POTTED_PLANT,SNAP_DRAGON,MINOTAUR,UNSTABLE_UNDERSTUDY,NPC_MYSTIC_WILDLING	DRAGON_LADY,BROZERKER,HYDRA,[boss]FROST_GIANT,NPC_BUFF_SPRITE,BONE_DRAGON	SHARD_REEL_SUPER_SPIKEY_SPEAR,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_REEL_CHUGG_BOOTS	SHARD_REEL_CHUGG_BOOTS,SHARD_REEL_CHUGG_BOOTS,SHARD_REEL_CHUGG_BOOTS,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS,SHARD_REEL_SANDWICH_OF_UNSURPASSED_MEATINESS
10-14	76	3	PURPLE_2	7	644	0	CH11_COMBAT_SM	COSMIC_ELF,CATAPULT_KNIGHT,NPC_POTTED_PLANT,SHADOW_ASSASSIN	NPC_TROLL_BLOB,DARK_DRACUL,NPC_MYSTIC_WILDLING,ELECTROYETI,NPC_WILDLING_ARCHER	NPC_MR_SMASHY,[boss]MINOTAUR,ROLLER_WARRIOR,NPC_HEALER_SPRITE,CRIMSON_WITCH,MAGIC_DRAGON	SHARD_MACE_OF_FRIENDSHIP,SHARD_REEL_MJOLNIRBY,SHARD_REEL_DRAGON_SCALE	SHARD_REEL_DRAGON_SCALE,SHARD_REEL_DRAGON_SCALE,SHARD_REEL_DRAGON_SCALE,SHARD_REEL_MJOLNIRBY,SHARD_REEL_MJOLNIRBY
10-15	77	3	PURPLE_2	7	646	1	CH11_COMBAT_2	SPIKEY_DRAGON,SNAP_DRAGON,ROLLER_WARRIOR,UNSTABLE_UNDERSTUDY,NPC_WILDLING_ARCHER	POLEMASTER,NINJA_DWARF,NPC_HEALER_SPRITE,NPC_WILDLING_ARCHER,NPC_ICE_GOLEM	DRUIDINATRIX,DARK_HORSE,[boss]SAVAGE_CUTIE,GROOVY_DRUID,HYDRA,AQUATIC_MAN	REEL_THE_POWER_OF_MEDICINE,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,SHARD_REEL_CHUGG_BOOTS	SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,SHARD_REEL_ROD_OF_WITTY_PARTY_BANTER,REEL_THE_POWER_OF_MEDICINE,REEL_THE_POWER_OF_MEDICINE,REEL_THE_POWER_OF_MEDICINE,REEL_THE_POWER_OF_MEDICINE
10-16	77	3	PURPLE_2	7	649	0	CH11_COMBAT_SM	DARK_DRACUL,ROLLER_WARRIOR,NPC_POTTED_PLANT,NPC_WILDLING_SNIPER	NPC_MR_SMASHY,NPC_INFERNO_SPIDER,UNSTABLE_UNDERSTUDY,CATAPULT_KNIGHT,BONE_DRAGON	MINOTAUR,[boss]DRUIDINATRIX,NPC_TROLL_BLOB,COSMIC_ELF,FROST_GIANT,DUST_DEVIL	SHARD_REEL_DIRK_OF_DISEMBOWELING,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_LOST_DISK_OF_POWER	SHARD_LOST_DISK_OF_POWER,SHARD_LOST_DISK_OF_POWER,SHARD_LOST_DISK_OF_POWER,SHARD_IMPRACTICAL_CHESTPLATE,SHARD_IMPRACTICAL_CHESTPLATE
10-17	78	3	PURPLE_2	7	651	0	CH11_COMBAT_SM	NPC_STONE_IMP,POLEMASTER,GROOVY_DRUID,NPC_HEALER_SPRITE	NPC_TROLL_BLOB,MINOTAUR,DRUIDINATRIX,NPC_HEALER_SPRITE,FAITH_HEALER	[boss]ZOMBIE_SQUIRE,NPC_STONE_IMP,BROZERKER,CRIMSON_WITCH,NPC_HEALER_SPRITE	REEL_THE_POWER_OF_MEDICINE,SHARD_FRAMED_DIPLOMA,SHARD_LIGER_BALM	SHARD_LIGER_BALM,SHARD_LIGER_BALM,SHARD_LIGER_BALM,SHARD_FRAMED_DIPLOMA,SHARD_FRAMED_DIPLOMA
10-18	79	3	PURPLE_2	7	653	1	CH11_COMBAT_3	NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME,AQUATIC_MAN,NPC_HEALER_SPRITE,MOON_DRAKE	NPC_TROLL_BLOB,NPC_MR_SMASHY,MEDUSA,BONE_DRAGON,SHADOW_ASSASSIN	POLEMASTER,DRUIDINATRIX,[boss]SPIKEY_DRAGON,CRIMSON_WITCH,FAITH_HEALER	COPPER_ORE,SHARD_VORPAL_BOOMERANG,SHARD_REEL_BLACKSTEEL_BLADE	SHARD_VORPAL_BOOMERANG,SHARD_VORPAL_BOOMERANG
11-0	76	3	PURPLE_3	7	655	1	CH12_COMBAT_1	NPC_CAULDRON_MONSTER,NPC_HEALER_SPRITE,NPC_SQUID,NPC_SQUID	BROZERKER,NPC_WILDLING_SNIPER,NPC_CRYSTAL_GOLEM,DRAGON_LADY	MINOTAUR,NPC_BUFF_SPRITE,AQUATIC_MAN,MOON_DRAKE,[boss]MAGIC_DRAGON	SHARD_REEL_SHOVEL,SHARD_REEL_LIFEDRINKER,SHARD_HIGH_TEA	SHARD_REEL_LIFEDRINKER,SHARD_REEL_SHOVEL,SHARD_REEL_SHOVEL
11-1	76	3	PURPLE_3	7	657	0	CH12_COMBAT_SM	BROZERKER,MEDUSA,CATAPULT_KNIGHT	ROLLER_WARRIOR,NPC_MYSTIC_WILDLING,NPC_BUFF_SPRITE,BARDBARIAN	NPC_CAULDRON_MONSTER,NPC_SQUID,COSMIC_ELF,[boss]BONE_DRAGON,NPC_HEALER_SPRITE	SHARD_GENTLEMENS_CLUB,SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_REEL_GIRDLE_OF_VICTORY	SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_REEL_GRIEVOUS_BODILY_HARM
11-2	76	3	PURPLE_3	7	659	0	CH12_COMBAT_SM	NPC_CAULDRON_MONSTER,GROOVY_DRUID,COSMIC_ELF,NPC_MYSTIC_WILDLING	DARK_DRACUL,POLEMASTER,NPC_MYSTIC_WILDLING,CATAPULT_KNIGHT	ROLLER_WARRIOR,NINJA_DWARF,[boss]FAITH_HEALER,SPIKEY_DRAGON,MOON_DRAKE	SHARD_REEL_HAMMER_OF_WICKED_BEATS,SHARD_REEL_THE_COMPENSATOR,SHARD_REEL_POWER_OF_SCIENCE	SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_THE_COMPENSATOR,SHARD_REEL_THE_COMPENSATOR
11-3	77	3	PURPLE_3	7	660	1	CH12_COMBAT_2	DRAGON_LADY,NPC_CAULDRON_MONSTER,NPC_MYSTIC_WILDLING,NPC_CRYSTAL_GOLEM	NPC_CAULDRON_MONSTER,DARK_DRACUL,SNAP_DRAGON,CENTAUR_OF_ATTENTION	NPC_CAULDRON_MONSTER,DUST_DEVIL,SHADOW_ASSASSIN,GROOVY_DRUID,CRIMSON_WITCH,[boss]POLEMASTER	SHARD_GENTLEMENS_CLUB,SHARD_REEL_BIG_STABBY_SPEAR,SHARD_PETER_PIPERS_PEPPER_SPRAY	SHARD_REEL_BIG_STABBY_SPEAR,SHARD_GENTLEMENS_CLUB,SHARD_GENTLEMENS_CLUB,SHARD_GENTLEMENS_CLUB,SHARD_GENTLEMENS_CLUB
11-4	77	3	PURPLE_3	7	664	0	CH12_COMBAT_SM	NPC_WILDLING_SNIPER,GROOVY_DRUID,CRIMSON_WITCH,NPC_HEALER_SPRITE	DARK_HORSE,NPC_SCARECROW,UNSTABLE_UNDERSTUDY,COSMIC_ELF	SAVAGE_CUTIE,NINJA_DWARF,[boss]MINOTAUR,FAITH_HEALER,DUST_DEVIL	SHARD_AND_MY_AXE,SHARD_HEAD_BANGER,SHARD_REEL_YODELING_SWORD	SHARD_REEL_YODELING_SWORD,SHARD_REEL_YODELING_SWORD,SHARD_REEL_YODELING_SWORD,SHARD_HEAD_BANGER,SHARD_HEAD_BANGER
11-5	77	3	PURPLE_3	7	666	0	CH12_COMBAT_SM	DRUIDINATRIX,NPC_TROLL_BLOB,FAITH_HEALER,NPC_WILDLING_ARCHER	NPC_KAMIKAZE_GNOME,AQUATIC_MAN,COSMIC_ELF,GROOVY_DRUID	POLEMASTER,NPC_MR_SMASHY,ELECTROYETI,NPC_SCARECROW,[boss]CRIMSON_WITCH	SHARD_REEL_ENIDS_EXPENSIVE_ELIXIR,SHARD_REEL_LIFEDRINKER,SHARD_EXTREME_FAD_DIET	SHARD_EXTREME_FAD_DIET,SHARD_EXTREME_FAD_DIET,SHARD_EXTREME_FAD_DIET,SHARD_REEL_LIFEDRINKER,SHARD_REEL_LIFEDRINKER
11-6	78	3	PURPLE_3	7	667	1	CH12_COMBAT_1	NINJA_DWARF,NPC_FIRE_IMP,NPC_SQUID	NPC_CAULDRON_MONSTER,SNAP_DRAGON,ROLLER_WARRIOR,BARDBARIAN,UNSTABLE_UNDERSTUDY	NPC_MR_SMASHY,DARK_DRACUL,BONE_DRAGON,[boss]RABID_DRAGON,FROST_GIANT	SHARD_REEL_HAMMER_OF_WICKED_BEATS,SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_RING_OF_THE_SQUIRREL	SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_REEL_HAMMER_OF_WICKED_BEATS,SHARD_REEL_HAMMER_OF_WICKED_BEATS
11-7	78	3	PURPLE_3	7	670	0	CH12_COMBAT_SM	ROLLER_WARRIOR,NPC_CAULDRON_MONSTER,CATAPULT_KNIGHT,NPC_ICE_GOLEM	NPC_KAMIKAZE_GNOME,ELECTROYETI,UNSTABLE_UNDERSTUDY,MOON_DRAKE	NPC_TROLL_BLOB,MEDUSA,[boss]BONE_DRAGON,FAITH_HEALER,SPIKEY_DRAGON	SHARD_MUSCLE_WAX,SHARD_REEL_BIG_STABBY_SPEAR,SHARD_PETER_PIPERS_PEPPER_SPRAY	SHARD_PETER_PIPERS_PEPPER_SPRAY,SHARD_PETER_PIPERS_PEPPER_SPRAY,SHARD_PETER_PIPERS_PEPPER_SPRAY,SHARD_REEL_BIG_STABBY_SPEAR,SHARD_REEL_BIG_STABBY_SPEAR
11-8	78	3	PURPLE_3	7	673	0	CH12_COMBAT_SM	NPC_CAULDRON_MONSTER,NPC_FIRE_IMP,AQUATIC_MAN,MEDUSA	MINOTAUR,NPC_POTTED_PLANT,NPC_SCARECROW,CATAPULT_KNIGHT	DARK_HORSE,NPC_POTTED_PLANT,ELECTROYETI,UNSTABLE_UNDERSTUDY,[boss]MAGIC_DRAGON	COPPER_ORE,MELTY_CHOCOLATE_BAR,SHARD_RING_OF_THE_SQUIRREL	SHARD_RING_OF_THE_SQUIRREL,SHARD_RING_OF_THE_SQUIRREL,SHARD_RING_OF_THE_SQUIRREL,MELTY_CHOCOLATE_BAR,MELTY_CHOCOLATE_BAR
11-9	79	3	PURPLE_3	7	674	1	CH12_COMBAT_3	SAVAGE_CUTIE,NPC_MR_SMASHY,GROOVY_DRUID,NPC_ICE_GOLEM	NPC_MYSTIC_WILDLING,ELECTROYETI,CENTAUR_OF_ATTENTION,NPC_ICE_GOLEM,FROST_GIANT	[boss]ROLLER_WARRIOR,AQUATIC_MAN,HYDRA,BARDBARIAN,SPIKEY_DRAGON,CRIMSON_WITCH	SHARD_AND_MY_AXE,MELTY_CHOCOLATE_BAR,SHARD_EXTREME_FAD_DIET	MELTY_CHOCOLATE_BAR,MELTY_CHOCOLATE_BAR,SHARD_AND_MY_AXE,SHARD_AND_MY_AXE,SHARD_AND_MY_AXE,SHARD_AND_MY_AXE
11-10	79	3	PURPLE_3	7	677	0	CH12_COMBAT_SM	SAVAGE_CUTIE,DUST_DEVIL,NPC_SQUID,CATAPULT_KNIGHT	NPC_TROLL_BLOB,ZOMBIE_SQUIRE,DRUIDINATRIX,MAGIC_DRAGON,NPC_CRYSTAL_GOLEM	BROZERKER,NPC_GOBLIN,DARK_DRACUL,BONE_DRAGON,[boss]CENTAUR_OF_ATTENTION	SHARD_REEL_SHOVEL,SHARD_ADAMANTIUM_TIARA,SHARD_HIGH_TEA	SHARD_HIGH_TEA,SHARD_HIGH_TEA,SHARD_HIGH_TEA,SHARD_ADAMANTIUM_TIARA,SHARD_ADAMANTIUM_TIARA
11-11	79	3	PURPLE_3	7	679	0	CH12_COMBAT_SM	SAVAGE_CUTIE,NPC_MYSTIC_WILDLING,CENTAUR_OF_ATTENTION,FAITH_HEALER	SNAP_DRAGON,DRUIDINATRIX,MINOTAUR,CRIMSON_WITCH,NPC_SQUID	NPC_CAULDRON_MONSTER,[boss]POLEMASTER,HYDRA,GROOVY_DRUID,UNSTABLE_UNDERSTUDY	SHARD_GENTLEMENS_CLUB,SHARD_REEL_LIFEDRINKER,SHARD_REEL_GIRDLE_OF_VICTORY	SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_GIRDLE_OF_VICTORY,SHARD_REEL_LIFEDRINKER,SHARD_REEL_LIFEDRINKER
11-12	80	3	PURPLE_3	7	680	1	CH12_COMBAT_4	NPC_FIRE_IMP,DARK_DRACUL,NPC_GOBLIN,BONE_DRAGON	NPC_KAMIKAZE_GNOME,ZOMBIE_SQUIRE,UNSTABLE_UNDERSTUDY,NPC_WILDLING_SNIPER,NPC_SCARECROW	NPC_TROLL_BLOB,COSMIC_ELF,FROST_GIANT,[boss]RABID_DRAGON,SHADOW_ASSASSIN	SHARD_REEL_ENIDS_EXPENSIVE_ELIXIR,SHARD_REEL_THE_COMPENSATOR,SHARD_REEL_YODELING_SWORD	SHARD_REEL_THE_COMPENSATOR,SHARD_REEL_THE_COMPENSATOR,SHARD_REEL_ENIDS_EXPENSIVE_ELIXIR,SHARD_REEL_ENIDS_EXPENSIVE_ELIXIR
11-13	80	3	PURPLE_3	7	684	0	CH12_COMBAT_SM	ZOMBIE_SQUIRE,NPC_SQUID,AQUATIC_MAN,FAITH_HEALER	NPC_TROLL_BLOB,MINOTAUR,CATAPULT_KNIGHT,SPIKEY_DRAGON,NPC_WILDLING_ARCHER	NPC_MR_SMASHY,MEDUSA,BROZERKER,BARDBARIAN,[boss]CRIMSON_WITCH	SHARD_REEL_HAMMER_OF_WICKED_BEATS,SHARD_REEL_BIG_STABBY_SPEAR,SHARD_REEL_POWER_OF_SCIENCE	SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_POWER_OF_SCIENCE,SHARD_REEL_BIG_STABBY_SPEAR,SHARD_REEL_BIG_STABBY_SPEAR
11-14	80	3	PURPLE_3	7	686	0	CH12_COMBAT_SM	POLEMASTER,NPC_CAULDRON_MONSTER,ELECTROYETI,FROST_GIANT	DRAGON_LADY,ROLLER_WARRIOR,NPC_CAULDRON_MONSTER,DUST_DEVIL,NPC_SQUID	BROZERKER,NINJA_DWARF,[boss]ZOMBIE_SQUIRE,DARK_HORSE,NPC_SQUID,NPC_SQUID	SHARD_AND_MY_AXE,SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_REEL_YODELING_SWORD	SHARD_REEL_YODELING_SWORD,SHARD_REEL_YODELING_SWORD,SHARD_REEL_YODELING_SWORD,SHARD_REEL_GRIEVOUS_BODILY_HARM,SHARD_REEL_GRIEVOUS_BODILY_HARM
