	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	IS_MAJOR	EXP_REWARD	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
26-18	175	5	CYAN_4	14	1	1130	NPC_FLEA_DEMON,ZOMBIE_SQUIRE,BROZERKER,MOON_DRAKE,STOWAWAY,ORC_MONK	NPC_GOBLIN,NPC_CLOUD_MONSTER,BANSHEE,SNAP_DRAGON,POLEMASTER,NPC_FIRE_IMP	SNAPPER_BONE,WHITE_TIGRESS,VERMILION_PRIESTESS,[boss]NPC_ABYSS_DRAGON	SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN,SHARD_LAZARUS_BEANS,SHARD_DRAGONS_POCKET_WATCH	SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN,SHARD_LAZARUS_BEANS,SHARD_DRAGONS_POCKET_WATCH,SHARD_REEL_FINS_OF_SEA_DRAGON,SHARD_REEL_EXOTIC_FAN
27-0	175	5	CYAN_4	14	1	1130	MISTRESS_MANICURE,LAST_DEFENDER,ANGEL_DRAGON,PLANT_SOUL,UNRIPE_MYTHOLOGY,STORM_DRAGON	SKELETON_KING,BLACK_WING,TRIPLE_THREAT,STOWAWAY,CYCLOPS_WIZARD,MINOTAUR	[boss]NPC_ABYSS_DRAGON	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SUNBLOCK_GOGGLES	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH,SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SUNBLOCK_GOGGLES,SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_DRACONIAN_DISH
27-3	176	5	CYAN_4	14	1	1130	MISTRESS_MANICURE,DARK_HORSE,SHADOW_OF_SVEN,GROOVY_DRUID,UNSTABLE_UNDERSTUDY,SILENT_SPIRIT	BULWARK_ANGEL,UNICORGI,PLANT_SOUL,SKELETON_KING,DOPPELGANGER,RAGING_REVENANT	[boss]NPC_ANUBIS_DRAGON	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS,SHARD_REEL_COG_NITIVE_MASK	SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET,SHARD_IRON_CLAWS,SHARD_REEL_COG_NITIVE_MASK,SHARD_REEL_BANANA_PEEL_MOUNTAIN,SHARD_REEL_PORTABLE_NUTRITIOUS_DIET
27-6	178	5	CYAN_4	14	1	1130	HYDRA,BLACK_WING,SHADOW_ASSASSIN,MISTRESS_MANICURE,ROLLER_WARRIOR	DUST_DEVIL,SPECTRAL_DRAGON,SILENT_SPIRIT,UNRIPE_MYTHOLOGY,ZOMBIE_SQUIRE,VILE_BILE	NPC_ANT,SADISTIC_DANCER,TOMB_ANGEL,ANCIENT_DWARF,DWARVEN_ARCHER,[boss]NPC_ANUBIS_DRAGON	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP,SHARD_RING_OF_FIRE	SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE,SHARD_PRICKLING_WHIP,SHARD_RING_OF_FIRE,SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_BALANCE_OF_LIFE
27-9	179	5	CYAN_4	14	1	1130	SPECTRAL_DRAGON,SATYR,ANCIENT_DWARF,FROST_GIANT,STORM_DRAGON,BURNT_ONE	DOPPELGANGER,DUST_DEVIL,SKELETON_KING,DARK_DRACUL,WHITE_TIGRESS,PLANT_SOUL	[boss]UMLAUT_THE_FIRST	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_MANLY_FIRST_AID_KIT,SHARD_DEVILS_POT	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON,SHARD_MANLY_FIRST_AID_KIT,SHARD_DEVILS_POT,SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_EXPLOSIVE_CANNON
27-12	180	5	CYAN_4	14	1	1130	UNICORGI,SPIDER_QUEEN,FROST_GIANT,CATAPULT_KNIGHT,SHADOW_ASSASSIN,BURNT_ONE	ELECTROYETI,SKELETON_KING,VULTURE_DRAGON,DRUIDINATRIX,FORGOTTEN_DRAGON,CENTAUR_OF_ATTENTION	SNAPPER_BONE,WHITE_TIGRESS,VERMILION_PRIESTESS,[boss]NPC_ABYSS_DRAGON	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_HELMET_OF_FORESIGHT	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_HELMET_OF_FORESIGHT,SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_GREAVES_OF_PLEIAS
27-15	181	5	CYAN_4	14	1	1130	MEDUSA,ANCIENT_DWARF,SPIKEY_DRAGON,ROLLER_WARRIOR,PLAGUE_ENTREPRENEUR,KRAKEN_KING	BONE_DRAGON,DUNGEON_MAN,DEMON_TOTEM,ANGEL_DRAGON,DUST_DEVIL,ELECTROYETI	ETERNAL_ENCHANTER,BULWARK_ANGEL,TRIPLE_THREAT,VILE_BILE,DARK_DRACUL,[boss]UMLAUT_THE_FIRST	SHARD_REEL_DROP_OF_MOONLIGHT,SHARD_REEL_ANCIENT_COIN,SHARD_REEL_HEART_HAT,SHARD_REEL_SAND_STORM	SHARD_REEL_DROP_OF_MOONLIGHT,SHARD_REEL_ANCIENT_COIN,SHARD_REEL_HEART_HAT,SHARD_REEL_SAND_STORM,SHARD_REEL_DROP_OF_MOONLIGHT,SHARD_REEL_ANCIENT_COIN
27-18	185	5	CYAN_4	14	1	1130	ELECTROYETI,CRIMSON_WITCH,BROZERKER,DRAGON_LADY,UNSTABLE_UNDERSTUDY,CENTAUR_OF_ATTENTION	LAST_DEFENDER,SOJOURNER_SORCERESS,KARAOKE_KING,SHADOW_OF_SVEN,DARK_HORSE,FAITH_HEALER	[boss]NPC_UMLAUT_THE_FIFTH_FIRST	SHARD_REEL_DRAGON_SCALE_GROVE,SHARD_REEL_FAMILY_TREE_OF_UMLAUT,SHARD_MAGICAL_WATER_BOTTLE,SHARD_CAT_O_NINE_TAILS	SHARD_REEL_DRAGON_SCALE_GROVE,SHARD_REEL_FAMILY_TREE_OF_UMLAUT,SHARD_MAGICAL_WATER_BOTTLE,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_DRAGON_SCALE_GROVE,SHARD_REEL_FAMILY_TREE_OF_UMLAUT
28-0	175	5	RED	14	1	1130	SPIKEY_DRAGON,NPC_RED_TIGER,TOMB_ANGEL,SNAP_DRAGON,DRAGON_SLAYER,DARK_HORSE	SATYR,DRAGZILLA,FROST_GIANT,SNIPER_WOLF,SPIDER_QUEEN,MISTRESS_MANICURE	GENIE,DEMON_TOTEM,ABYSS_DRAGON,PLANT_SOUL,NPC_RED_TIGER,[boss]DARK_HERO	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_ADVENTURERS_RIDES,SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_ADVENTURERS_RIDES,SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH,SHARD_REEL_ADVENTURERS_RIDES,SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH
28-3	176	5	RED	14	1	1130	GREED_DRAGON,NPC_GOBLIN,NPC_MYSTIC_WILDLING,SPIDER_QUEEN,ABYSS_DRAGON,NPC_WILDLING_SNIPER	SADISTIC_DANCER,WEREDRAGON,BONE_DRAGON,BURNT_ONE,DRAGON_SLAYER,PLAGUE_ENTREPRENEUR	DRAGON_LADY,FROST_GIANT,SHADOW_ASSASSIN,VILE_BILE,STEPLADDER_BROTHERS,[boss]CLAW_MAN	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_IRON_HELMET_OF_BIKING,SHARD_REEL_DANCERS_BRA	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE,SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE,SHARD_REEL_IRON_HELMET_OF_BIKING,SHARD_REEL_DANCERS_BRA,SHARD_REEL_IRON_HELMET_OF_BIKING,SHARD_REEL_DANCERS_BRA
28-6	178	5	RED	14	1	1130	RABID_DRAGON,DARK_DRACUL,DRAGON_SLAYER,NPC_RED_TIGER,NPC_RED_TIGER,BONE_DRAGON	VULTURE_DRAGON,NPC_MUSHROOM,NPC_SQUIRREL,PCH_ANUBIS_DRAGON,SPIDER_QUEEN,NPC_CRYSTAL_LIZARD	WHITE_TIGRESS,FORGOTTEN_DRAGON,NPC_RED_TIGER,SUN_SEEKER,WEREDRAGON,[boss]NPC_SINISTER_ASSAILANT	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_STEAM_ENGINE,SHARD_REEL_MASK_OF_THE_ANCIENT_KING	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY,SHARD_REEL_END_CENTURY_FLAME_RADIATOR,SHARD_REEL_STEAM_ENGINE,SHARD_REEL_MASK_OF_THE_ANCIENT_KING,SHARD_REEL_STEAM_ENGINE,SHARD_REEL_MASK_OF_THE_ANCIENT_KING
28-9	179	5	RED	14	1	1130	NPC_KAMIKAZE_GNOME,SUN_SEEKER,DRAGON_SLAYER,NPC_ICE_GOLEM,NPC_CRYSTAL_LIZARD,LAST_DEFENDER	VERMILION_PRIESTESS,NPC_FLEA_DEMON,ORC_MONK,TOMB_ANGEL,WHITE_TIGRESS,DUNGEON_MAN	BROZERKER,UNICORGI,PLANT_SOUL,VOID_WYVERN,DARK_HERO,[boss]CLAW_MAN	SHARD_REEL_DRAGON_SCALE_GROVE,SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGICAL_PEST_MAST,SHARD_REEL_THE_SHIELD_STOPS_YOU	SHARD_REEL_DRAGON_SCALE_GROVE,SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGICAL_PEST_MAST,SHARD_REEL_THE_SHIELD_STOPS_YOU,SHARD_REEL_MAGICAL_PEST_MAST,SHARD_REEL_THE_SHIELD_STOPS_YOU
28-12	180	5	RED	14	1	1130	GENIE,SPIDER_QUEEN,BLACK_WING,NPC_HEAD_CRAB,VULTURE_DRAGON,BURNT_ONE	NPC_FIRE_IMP,ANGELIC_HERALD,UNSTABLE_UNDERSTUDY,NPC_STONE_IMP,NPC_GOBLIN,NPC_INFERNO_SPIDER	GROOVY_DRUID,FROST_GIANT,NPC_RED_TIGER,UNICORGI,STORM_DRAGON,[boss]NPC_SINISTER_ASSAILANT	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_MAGICAL_CREAM,SHARD_DEVILS_POT	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_HERMITS_PILLS,SHARD_REEL_MAGICAL_CREAM,SHARD_DEVILS_POT,SHARD_REEL_MAGICAL_CREAM,SHARD_DEVILS_POT
28-15	180	5	RED	14	1	1130	PLAGUE_ENTREPRENEUR,DIGGER_MOLE,GREED_DRAGON,GROOVY_DRUID,STORM_DRAGON,ORC_MONK	NPC_HEALER_SPRITE,NPC_HEAD_CRAB,UNRIPE_MYTHOLOGY,ANCIENT_DWARF,NPC_CAULDRON_MONSTER,STOWAWAY	NPC_SINISTER_ASSAILANT,[boss]NPC_UMLAUT_THE_FIFTH_FIRST	SHARD_REEL_GOLD_RUSH,SHARD_REEL_DRACONIAN_DISH,SHARD_DRAGONS_POCKET_WATCH,SHARD_DOUBLE_AXE	SHARD_REEL_GOLD_RUSH,SHARD_REEL_DRACONIAN_DISH,SHARD_DRAGONS_POCKET_WATCH,SHARD_DOUBLE_AXE,SHARD_DRAGONS_POCKET_WATCH,SHARD_DOUBLE_AXE
28-18	185	5	RED	14	1	1130	ANGEL_DRAGON,ETERNAL_ENCHANTER,UNRIPE_MYTHOLOGY,CRIMSON_WITCH,UMLAUT_THE_FIRST,SNAPPER_BONE	NPC_RED_TIGER,NPC_RED_TIGER,SOJOURNER_SORCERESS,WHITE_TIGRESS,SAVAGE_CUTIE,NPC_CAULDRON_MONSTER	[boss]NPC_BOSS_UMLAUT_THE_FIFTH_FIRST	SHARD_REEL_DROP_OF_MOONLIGHT,SHARD_REEL_MAGATAMA,SHARD_REEL_GOOD_SLEEPING_BED,SHARD_REEL_SAND_STORM	SHARD_REEL_DROP_OF_MOONLIGHT,SHARD_REEL_MAGATAMA,SHARD_REEL_GOOD_SLEEPING_BED,SHARD_REEL_SAND_STORM,SHARD_REEL_GOOD_SLEEPING_BED,SHARD_REEL_SAND_STORM
