	01/10/2019	01/07/2019	01/01/2019	12/26/2018	12/25/2018	12/17/2018	12/13/2018	12/10/2018	12/06/2018	12/03/2018	12/01/2018	11/29/2018	11/27/2018	11/26/2018	11/22/2018	11/19/2018	11/15/2018	11/13/2018	11/12/2018	11/08/2018	11/05/2018	11/01/2018	10/30/2018	10/29/2018	10/11/2018	10/08/2018	10/01/2018	09/24/2018	09/19/2018	09/17/2018	09/12/2018	09/01/2018	08/30/2018	08/27/2018	08/09/2018	08/06/2018	08/01/2018	07/19/2018	07/16/2018	07/01/2018	06/28/2018	06/25/2018	06/11/2018	06/06/2018	06/04/2018	06/01/2018	05/17/2018	05/14/2018	05/01/2018	04/26/2018	04/23/2018	04/05/2018	04/02/2018	04/01/2018	03/15/2018	03/12/2018	03/01/2018	02/22/2018	02/19/2018	02/01/2018	01/29/2018	01/11/2018	01/08/2018	01/01/2018	12/21/2017	12/18/2017	12/04/2017	12/01/2017	11/01/2017	10/30/2017	10/12/2017	10/09/2017	10/04/2017	10/01/2017	09/21/2017	09/18/2017	09/01/2017	08/31/2017	08/28/2017	08/10/2017	08/08/2017	08/07/2017	08/01/2017	07/20/2017	07/17/2017	07/01/2017	06/29/2017	06/27/2017	06/26/2017	06/15/2017	06/09/2017	06/07/2017	06/01/2017	05/11/2017	05/01/2017	04/28/2017	04/27/2017	04/21/2017
CH_13_NODE_3	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT
CH_13_NODE_4	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON
CH_13_NODE_5	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON
CH_13_NODE_6	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON
CH_13_NODE_7	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT
CH_14_NODE_1	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN
CH_14_NODE_2	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN
CH_14_NODE_3	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE
CH_14_NODE_4	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN
CH_14_NODE_5	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE
CH_14_NODE_6	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN
CH_14_NODE_7	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN
