	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARD_1	REWARD_1_QTY	REWARD_2	REWARD_2_QTY	REWARD_3	REWARD_3_QTY	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	VALUE	EXTRA	CAMPAIGN_TYPE	CAMPAIGN_CHAPTER	CAMPAIGN_LEVEL	GOOGLE_ID
12718	NORMAL_27_18	ACHIEVEMENT	3	claim	campaign/NORMAL/27/18	PRIMAL_ESSENCE	4	DIAMONDS	10			12712	Once,FollowUp	CampaignWin			NORMAL	27	18	
12806	NORMAL_28_6	ACHIEVEMENT	3	claim	campaign/NORMAL/28/6	PRIMAL_ESSENCE	2	DIAMONDS	10			12718	Once,FollowUp,TL161,HasChapter	CampaignWin			NORMAL	28	6	
12812	NORMAL_28_12	ACHIEVEMENT	3	claim	campaign/NORMAL/28/12	PRIMAL_ESSENCE	2	DIAMONDS	10			12806	Once,FollowUp	CampaignWin			NORMAL	28	12	
12818	NORMAL_28_18	ACHIEVEMENT	3	claim	campaign/NORMAL/28/18	PRIMAL_ESSENCE	4	DIAMONDS	10			12812	Once,FollowUp	CampaignWin			NORMAL	28	18	
20000	ELITE_0_0	ACHIEVEMENT	4	claim	campaign/ELITE/0/0	EXP_FLASK	2	DIAMONDS	10			11718	Once,TL11,Campaign0-18Win	CampaignWin			ELITE	0	0	
20003	ELITE_0_3	ACHIEVEMENT	4	claim	campaign/ELITE/0/3	GOLD	1000	DIAMONDS	10			20000	Once,FollowUp	CampaignWin			ELITE	0	3	
20006	ELITE_0_6	ACHIEVEMENT	4	claim	campaign/ELITE/0/6	EXP_FLASK	2	DIAMONDS	10			20003	Once,FollowUp	CampaignWin			ELITE	0	6	
20009	ELITE_0_9	ACHIEVEMENT	4	claim	campaign/ELITE/0/9	TEAM_XP	20	DIAMONDS	10			20006	Once,FollowUp	CampaignWin			ELITE	0	9	
20012	ELITE_0_12	ACHIEVEMENT	4	claim	campaign/ELITE/0/12	GOLD	1000	DIAMONDS	10			20009	Once,FollowUp	CampaignWin			ELITE	0	12	
20015	ELITE_0_15	ACHIEVEMENT	4	claim	campaign/ELITE/0/15	EXP_FLASK	2	DIAMONDS	10			20012	Once,FollowUp	CampaignWin			ELITE	0	15	
20018	ELITE_0_18	ACHIEVEMENT	4	claim	campaign/ELITE/0/18	TEAM_XP	30	DIAMONDS	10			20015	Once,FollowUp	CampaignWin			ELITE	0	18	
20100	ELITE_1_0	ACHIEVEMENT	4	claim	campaign/ELITE/1/0	EXP_FLASK	5	DIAMONDS	10			20018	Once,FollowUp	CampaignWin			ELITE	1	0	
20103	ELITE_1_3	ACHIEVEMENT	4	claim	campaign/ELITE/1/3	GOLD	10000	DIAMONDS	10			20100	Once,FollowUp	CampaignWin			ELITE	1	3	
20106	ELITE_1_6	ACHIEVEMENT	4	claim	campaign/ELITE/1/6	EXP_FLASK	5	DIAMONDS	10			20103	Once,FollowUp	CampaignWin			ELITE	1	6	
20109	ELITE_1_9	ACHIEVEMENT	4	claim	campaign/ELITE/1/9	TEAM_XP	50	DIAMONDS	10			20106	Once,FollowUp	CampaignWin			ELITE	1	9	
20112	ELITE_1_12	ACHIEVEMENT	4	claim	campaign/ELITE/1/12	GOLD	10000	DIAMONDS	10			20109	Once,FollowUp	CampaignWin			ELITE	1	12	
20115	ELITE_1_15	ACHIEVEMENT	4	claim	campaign/ELITE/1/15	EXP_FLASK	5	DIAMONDS	10			20112	Once,FollowUp	CampaignWin			ELITE	1	15	
20118	ELITE_1_18	ACHIEVEMENT	4	claim	campaign/ELITE/1/18	TEAM_XP	100	DIAMONDS	10			20115	Once,FollowUp	CampaignWin			ELITE	1	18	
20200	ELITE_2_0	ACHIEVEMENT	4	claim	campaign/ELITE/2/0	EXP_PHILTER	3	DIAMONDS	10			20118	Once,FollowUp	CampaignWin			ELITE	2	0	
20203	ELITE_2_3	ACHIEVEMENT	4	claim	campaign/ELITE/2/3	GOLD	20000	DIAMONDS	10			20200	Once,FollowUp	CampaignWin			ELITE	2	3	
20206	ELITE_2_6	ACHIEVEMENT	4	claim	campaign/ELITE/2/6	EXP_PHILTER	3	DIAMONDS	10			20203	Once,FollowUp	CampaignWin			ELITE	2	6	
20209	ELITE_2_9	ACHIEVEMENT	4	claim	campaign/ELITE/2/9	TEAM_XP	200	DIAMONDS	10			20206	Once,FollowUp	CampaignWin			ELITE	2	9	
20212	ELITE_2_12	ACHIEVEMENT	4	claim	campaign/ELITE/2/12	GOLD	20000	DIAMONDS	10			20209	Once,FollowUp	CampaignWin			ELITE	2	12	
20215	ELITE_2_15	ACHIEVEMENT	4	claim	campaign/ELITE/2/15	EXP_PHILTER	3	DIAMONDS	10			20212	Once,FollowUp	CampaignWin			ELITE	2	15	
20218	ELITE_2_18	ACHIEVEMENT	4	claim	campaign/ELITE/2/18	TEAM_XP	400	DIAMONDS	10			20215	Once,FollowUp	CampaignWin			ELITE	2	18	
20300	ELITE_3_0	ACHIEVEMENT	4	claim	campaign/ELITE/3/0	EXP_PHILTER	5	DIAMONDS	10			20218	Once,FollowUp,TL16,HasChapter	CampaignWin			ELITE	3	0	
20303	ELITE_3_3	ACHIEVEMENT	4	claim	campaign/ELITE/3/3	GOLD	40000	DIAMONDS	10			20300	Once,FollowUp	CampaignWin			ELITE	3	3	
20306	ELITE_3_6	ACHIEVEMENT	4	claim	campaign/ELITE/3/6	EXP_PHILTER	5	DIAMONDS	10			20303	Once,FollowUp	CampaignWin			ELITE	3	6	
20309	ELITE_3_9	ACHIEVEMENT	4	claim	campaign/ELITE/3/9	TEAM_XP	500	DIAMONDS	10			20306	Once,FollowUp	CampaignWin			ELITE	3	9	
20312	ELITE_3_12	ACHIEVEMENT	4	claim	campaign/ELITE/3/12	GOLD	40000	DIAMONDS	10			20309	Once,FollowUp	CampaignWin			ELITE	3	12	
20315	ELITE_3_15	ACHIEVEMENT	4	claim	campaign/ELITE/3/15	EXP_PHILTER	5	DIAMONDS	10			20312	Once,FollowUp	CampaignWin			ELITE	3	15	
20318	ELITE_3_18	ACHIEVEMENT	4	claim	campaign/ELITE/3/18	TEAM_XP	1000	DIAMONDS	10			20315	Once,FollowUp	CampaignWin			ELITE	3	18	
20400	ELITE_4_0	ACHIEVEMENT	4	claim	campaign/ELITE/4/0	EXP_VIAL	3	DIAMONDS	10			20318	Once,FollowUp,TL26,HasChapter	CampaignWin			ELITE	4	0	
20403	ELITE_4_3	ACHIEVEMENT	4	claim	campaign/ELITE/4/3	GOLD	60000	DIAMONDS	10			20400	Once,FollowUp	CampaignWin			ELITE	4	3	
20406	ELITE_4_6	ACHIEVEMENT	4	claim	campaign/ELITE/4/6	EXP_VIAL	3	DIAMONDS	10			20403	Once,FollowUp	CampaignWin			ELITE	4	6	
20409	ELITE_4_9	ACHIEVEMENT	4	claim	campaign/ELITE/4/9	TEAM_XP	1000	DIAMONDS	10			20406	Once,FollowUp	CampaignWin			ELITE	4	9	
20412	ELITE_4_12	ACHIEVEMENT	4	claim	campaign/ELITE/4/12	GOLD	60000	DIAMONDS	10			20409	Once,FollowUp	CampaignWin			ELITE	4	12	
20415	ELITE_4_15	ACHIEVEMENT	4	claim	campaign/ELITE/4/15	EXP_VIAL	3	DIAMONDS	10			20412	Once,FollowUp	CampaignWin			ELITE	4	15	
20418	ELITE_4_18	ACHIEVEMENT	4	claim	campaign/ELITE/4/18	TEAM_XP	2000	DIAMONDS	10			20415	Once,FollowUp	CampaignWin			ELITE	4	18	
20500	ELITE_5_0	ACHIEVEMENT	4	claim	campaign/ELITE/5/0	EXP_VIAL	5	DIAMONDS	10			20418	Once,FollowUp,TL36,HasChapter	CampaignWin			ELITE	5	0	
20503	ELITE_5_3	ACHIEVEMENT	4	claim	campaign/ELITE/5/3	GOLD	80000	DIAMONDS	10			20500	Once,FollowUp	CampaignWin			ELITE	5	3	
20506	ELITE_5_6	ACHIEVEMENT	4	claim	campaign/ELITE/5/6	EXP_VIAL	5	DIAMONDS	10			20503	Once,FollowUp	CampaignWin			ELITE	5	6	
20509	ELITE_5_9	ACHIEVEMENT	4	claim	campaign/ELITE/5/9	TEAM_XP	1500	DIAMONDS	10			20506	Once,FollowUp	CampaignWin			ELITE	5	9	
20512	ELITE_5_12	ACHIEVEMENT	4	claim	campaign/ELITE/5/12	GOLD	80000	DIAMONDS	10			20509	Once,FollowUp	CampaignWin			ELITE	5	12	
20515	ELITE_5_15	ACHIEVEMENT	4	claim	campaign/ELITE/5/15	EXP_VIAL	5	DIAMONDS	10			20512	Once,FollowUp	CampaignWin			ELITE	5	15	
20518	ELITE_5_18	ACHIEVEMENT	4	claim	campaign/ELITE/5/18	TEAM_XP	3000	DIAMONDS	10			20515	Once,FollowUp	CampaignWin			ELITE	5	18	
20600	ELITE_6_0	ACHIEVEMENT	4	claim	campaign/ELITE/6/0	EXP_VIAL	7	DIAMONDS	10			20518	Once,FollowUp,TL46,HasChapter	CampaignWin			ELITE	6	0	
20603	ELITE_6_3	ACHIEVEMENT	4	claim	campaign/ELITE/6/3	GOLD	100000	DIAMONDS	10			20600	Once,FollowUp	CampaignWin			ELITE	6	3	
20606	ELITE_6_6	ACHIEVEMENT	4	claim	campaign/ELITE/6/6	EXP_VIAL	7	DIAMONDS	10			20603	Once,FollowUp	CampaignWin			ELITE	6	6	
20609	ELITE_6_9	ACHIEVEMENT	4	claim	campaign/ELITE/6/9	TEAM_XP	1500	DIAMONDS	10			20606	Once,FollowUp	CampaignWin			ELITE	6	9	
20612	ELITE_6_12	ACHIEVEMENT	4	claim	campaign/ELITE/6/12	GOLD	100000	DIAMONDS	10			20609	Once,FollowUp	CampaignWin			ELITE	6	12	
20615	ELITE_6_15	ACHIEVEMENT	4	claim	campaign/ELITE/6/15	EXP_VIAL	7	DIAMONDS	10			20612	Once,FollowUp	CampaignWin			ELITE	6	15	
20618	ELITE_6_18	ACHIEVEMENT	4	claim	campaign/ELITE/6/18	TEAM_XP	3000	DIAMONDS	10			20615	Once,FollowUp	CampaignWin			ELITE	6	18	
20700	ELITE_7_0	ACHIEVEMENT	4	claim	campaign/ELITE/7/0	EXP_VIAL	8	DIAMONDS	10			20618	Once,FollowUp,TL56,HasChapter	CampaignWin			ELITE	7	0	
20703	ELITE_7_3	ACHIEVEMENT	4	claim	campaign/ELITE/7/3	GOLD	120000	DIAMONDS	10			20700	Once,FollowUp	CampaignWin			ELITE	7	3	
20706	ELITE_7_6	ACHIEVEMENT	4	claim	campaign/ELITE/7/6	EXP_VIAL	8	DIAMONDS	10			20703	Once,FollowUp	CampaignWin			ELITE	7	6	
20709	ELITE_7_9	ACHIEVEMENT	4	claim	campaign/ELITE/7/9	TEAM_XP	1500	DIAMONDS	10			20706	Once,FollowUp	CampaignWin			ELITE	7	9	
20712	ELITE_7_12	ACHIEVEMENT	4	claim	campaign/ELITE/7/12	GOLD	120000	DIAMONDS	10			20709	Once,FollowUp	CampaignWin			ELITE	7	12	
20715	ELITE_7_15	ACHIEVEMENT	4	claim	campaign/ELITE/7/15	EXP_VIAL	8	DIAMONDS	10			20712	Once,FollowUp	CampaignWin			ELITE	7	15	
20718	ELITE_7_18	ACHIEVEMENT	4	claim	campaign/ELITE/7/18	TEAM_XP	3000	DIAMONDS	10			20715	Once,FollowUp	CampaignWin			ELITE	7	18	
20800	ELITE_8_0	ACHIEVEMENT	4	claim	campaign/ELITE/8/0	EXP_VIAL	9	DIAMONDS	10			20718	Once,FollowUp,TL61,HasChapter	CampaignWin			ELITE	8	0	
20803	ELITE_8_3	ACHIEVEMENT	4	claim	campaign/ELITE/8/3	GOLD	140000	DIAMONDS	10			20800	Once,FollowUp	CampaignWin			ELITE	8	3	
20806	ELITE_8_6	ACHIEVEMENT	4	claim	campaign/ELITE/8/6	EXP_VIAL	9	DIAMONDS	10			20803	Once,FollowUp	CampaignWin			ELITE	8	6	
20809	ELITE_8_9	ACHIEVEMENT	4	claim	campaign/ELITE/8/9	STAMINA	60	DIAMONDS	10			20806	Once,FollowUp	CampaignWin			ELITE	8	9	
20812	ELITE_8_12	ACHIEVEMENT	4	claim	campaign/ELITE/8/12	GOLD	140000	DIAMONDS	10			20809	Once,FollowUp	CampaignWin			ELITE	8	12	
20815	ELITE_8_15	ACHIEVEMENT	4	claim	campaign/ELITE/8/15	EXP_VIAL	9	DIAMONDS	10			20812	Once,FollowUp	CampaignWin			ELITE	8	15	
20818	ELITE_8_18	ACHIEVEMENT	4	claim	campaign/ELITE/8/18	STAMINA	120	DIAMONDS	10			20815	Once,FollowUp	CampaignWin			ELITE	8	18	
20900	ELITE_9_0	ACHIEVEMENT	4	claim	campaign/ELITE/9/0	EXP_VIAL	10	DIAMONDS	10			20818	Once,FollowUp,TL66,HasChapter	CampaignWin			ELITE	9	0	
20903	ELITE_9_3	ACHIEVEMENT	4	claim	campaign/ELITE/9/3	GOLD	160000	DIAMONDS	10			20900	Once,FollowUp	CampaignWin			ELITE	9	3	
20906	ELITE_9_6	ACHIEVEMENT	4	claim	campaign/ELITE/9/6	EXP_VIAL	10	DIAMONDS	10			20903	Once,FollowUp	CampaignWin			ELITE	9	6	
20909	ELITE_9_9	ACHIEVEMENT	4	claim	campaign/ELITE/9/9	STAMINA	60	DIAMONDS	10			20906	Once,FollowUp	CampaignWin			ELITE	9	9	
20912	ELITE_9_12	ACHIEVEMENT	4	claim	campaign/ELITE/9/12	GOLD	160000	DIAMONDS	10			20909	Once,FollowUp	CampaignWin			ELITE	9	12	
20915	ELITE_9_15	ACHIEVEMENT	4	claim	campaign/ELITE/9/15	EXP_VIAL	10	DIAMONDS	10			20912	Once,FollowUp	CampaignWin			ELITE	9	15	
20918	ELITE_9_18	ACHIEVEMENT	4	claim	campaign/ELITE/9/18	STAMINA	120	DIAMONDS	10			20915	Once,FollowUp	CampaignWin			ELITE	9	18	
21000	ELITE_10_0	ACHIEVEMENT	4	claim	campaign/ELITE/10/0	EXP_DECANTER	3	DIAMONDS	10			20918	Once,FollowUp,TL71,HasChapter	CampaignWin			ELITE	10	0	
21003	ELITE_10_3	ACHIEVEMENT	4	claim	campaign/ELITE/10/3	GOLD	180000	DIAMONDS	10			21000	Once,FollowUp	CampaignWin			ELITE	10	3	
21006	ELITE_10_6	ACHIEVEMENT	4	claim	campaign/ELITE/10/6	EXP_DECANTER	11	DIAMONDS	10			21003	Once,FollowUp	CampaignWin			ELITE	10	6	
21009	ELITE_10_9	ACHIEVEMENT	4	claim	campaign/ELITE/10/9	STAMINA	60	DIAMONDS	10			21006	Once,FollowUp	CampaignWin			ELITE	10	9	
21012	ELITE_10_12	ACHIEVEMENT	4	claim	campaign/ELITE/10/12	GOLD	180000	DIAMONDS	10			21009	Once,FollowUp	CampaignWin			ELITE	10	12	
21015	ELITE_10_15	ACHIEVEMENT	4	claim	campaign/ELITE/10/15	EXP_DECANTER	3	DIAMONDS	10			21012	Once,FollowUp	CampaignWin			ELITE	10	15	
21018	ELITE_10_18	ACHIEVEMENT	4	claim	campaign/ELITE/10/18	STAMINA	120	DIAMONDS	10			21015	Once,FollowUp	CampaignWin			ELITE	10	18	
21100	ELITE_11_0	ACHIEVEMENT	4	claim	campaign/ELITE/11/0	EXP_DECANTER	4	DIAMONDS	10			21018	Once,FollowUp,TL76,HasChapter	CampaignWin			ELITE	11	0	
21103	ELITE_11_3	ACHIEVEMENT	4	claim	campaign/ELITE/11/3	GOLD	200000	DIAMONDS	10			21100	Once,FollowUp	CampaignWin			ELITE	11	3	
21106	ELITE_11_6	ACHIEVEMENT	4	claim	campaign/ELITE/11/6	EXP_DECANTER	12	DIAMONDS	10			21103	Once,FollowUp	CampaignWin			ELITE	11	6	
21109	ELITE_11_9	ACHIEVEMENT	4	claim	campaign/ELITE/11/9	STAMINA	60	DIAMONDS	10			21106	Once,FollowUp	CampaignWin			ELITE	11	9	
21112	ELITE_11_12	ACHIEVEMENT	4	claim	campaign/ELITE/11/12	GOLD	200000	DIAMONDS	10			21109	Once,FollowUp	CampaignWin			ELITE	11	12	
21115	ELITE_11_15	ACHIEVEMENT	4	claim	campaign/ELITE/11/15	EXP_DECANTER	4	DIAMONDS	10			21112	Once,FollowUp	CampaignWin			ELITE	11	15	
21118	ELITE_11_18	ACHIEVEMENT	4	claim	campaign/ELITE/11/18	STAMINA	120	DIAMONDS	10			21115	Once,FollowUp	CampaignWin			ELITE	11	18	
21200	ELITE_12_0	ACHIEVEMENT	4	claim	campaign/ELITE/12/0	EXP_DECANTER	5	DIAMONDS	10			21118	Once,FollowUp,TL81,HasChapter	CampaignWin			ELITE	12	0	
21203	ELITE_12_3	ACHIEVEMENT	4	claim	campaign/ELITE/12/3	GOLD	220000	DIAMONDS	10			21200	Once,FollowUp	CampaignWin			ELITE	12	3	
21206	ELITE_12_6	ACHIEVEMENT	4	claim	campaign/ELITE/12/6	EXP_DECANTER	5	DIAMONDS	10			21203	Once,FollowUp	CampaignWin			ELITE	12	6	
21209	ELITE_12_9	ACHIEVEMENT	4	claim	campaign/ELITE/12/9	STAMINA	60	DIAMONDS	10			21206	Once,FollowUp	CampaignWin			ELITE	12	9	
21212	ELITE_12_12	ACHIEVEMENT	4	claim	campaign/ELITE/12/12	GOLD	220000	DIAMONDS	10			21209	Once,FollowUp	CampaignWin			ELITE	12	12	
21215	ELITE_12_15	ACHIEVEMENT	4	claim	campaign/ELITE/12/15	EXP_DECANTER	5	DIAMONDS	10			21212	Once,FollowUp	CampaignWin			ELITE	12	15	
21218	ELITE_12_18	ACHIEVEMENT	4	claim	campaign/ELITE/12/18	STAMINA	120	DIAMONDS	10			21215	Once,FollowUp	CampaignWin			ELITE	12	18	
21300	ELITE_13_0	ACHIEVEMENT	4	claim	campaign/ELITE/13/0	EXP_DECANTER	5	DIAMONDS	10			21218	Once,FollowUp,TL86,HasChapter	CampaignWin			ELITE	13	0	
21303	ELITE_13_3	ACHIEVEMENT	4	claim	campaign/ELITE/13/3	GOLD	240000	DIAMONDS	10			21300	Once,FollowUp	CampaignWin			ELITE	13	3	
21306	ELITE_13_6	ACHIEVEMENT	4	claim	campaign/ELITE/13/6	EXP_DECANTER	5	DIAMONDS	10			21303	Once,FollowUp	CampaignWin			ELITE	13	6	
21309	ELITE_13_9	ACHIEVEMENT	4	claim	campaign/ELITE/13/9	STAMINA	60	DIAMONDS	10			21306	Once,FollowUp	CampaignWin			ELITE	13	9	
21312	ELITE_13_12	ACHIEVEMENT	4	claim	campaign/ELITE/13/12	GOLD	240000	DIAMONDS	10			21309	Once,FollowUp	CampaignWin			ELITE	13	12	
21315	ELITE_13_15	ACHIEVEMENT	4	claim	campaign/ELITE/13/15	EXP_DECANTER	5	DIAMONDS	10			21312	Once,FollowUp	CampaignWin			ELITE	13	15	
21318	ELITE_13_18	ACHIEVEMENT	4	claim	campaign/ELITE/13/18	STAMINA	120	DIAMONDS	10			21315	Once,FollowUp	CampaignWin			ELITE	13	18	
21400	ELITE_14_0	ACHIEVEMENT	4	claim	campaign/ELITE/14/0	EXP_DECANTER	5	DIAMONDS	10			21318	Once,FollowUp,TL91,HasChapter	CampaignWin			ELITE	14	0	
21403	ELITE_14_3	ACHIEVEMENT	4	claim	campaign/ELITE/14/3	GOLD	260000	DIAMONDS	10			21400	Once,FollowUp	CampaignWin			ELITE	14	3	
21406	ELITE_14_6	ACHIEVEMENT	4	claim	campaign/ELITE/14/6	EXP_DECANTER	5	DIAMONDS	10			21403	Once,FollowUp	CampaignWin			ELITE	14	6	
21409	ELITE_14_9	ACHIEVEMENT	4	claim	campaign/ELITE/14/9	STAMINA	60	DIAMONDS	10			21406	Once,FollowUp	CampaignWin			ELITE	14	9	
21412	ELITE_14_12	ACHIEVEMENT	4	claim	campaign/ELITE/14/12	GOLD	260000	DIAMONDS	10			21409	Once,FollowUp	CampaignWin			ELITE	14	12	
21415	ELITE_14_15	ACHIEVEMENT	4	claim	campaign/ELITE/14/15	EXP_DECANTER	5	DIAMONDS	10			21412	Once,FollowUp	CampaignWin			ELITE	14	15	
21418	ELITE_14_18	ACHIEVEMENT	4	claim	campaign/ELITE/14/18	STAMINA	120	DIAMONDS	10			21415	Once,FollowUp	CampaignWin			ELITE	14	18	
21500	ELITE_15_0	ACHIEVEMENT	4	claim	campaign/ELITE/15/0	EXP_DECANTER	5	DIAMONDS	10			21418	Once,FollowUp,TL96,HasChapter	CampaignWin			ELITE	15	0	
21503	ELITE_15_3	ACHIEVEMENT	4	claim	campaign/ELITE/15/3	GOLD	280000	DIAMONDS	10			21500	Once,FollowUp	CampaignWin			ELITE	15	3	
21506	ELITE_15_6	ACHIEVEMENT	4	claim	campaign/ELITE/15/6	EXP_DECANTER	5	DIAMONDS	10			21503	Once,FollowUp	CampaignWin			ELITE	15	6	
21509	ELITE_15_9	ACHIEVEMENT	4	claim	campaign/ELITE/15/9	STAMINA	60	DIAMONDS	10			21506	Once,FollowUp	CampaignWin			ELITE	15	9	
21512	ELITE_15_12	ACHIEVEMENT	4	claim	campaign/ELITE/15/12	GOLD	280000	DIAMONDS	10			21509	Once,FollowUp	CampaignWin			ELITE	15	12	
21515	ELITE_15_15	ACHIEVEMENT	4	claim	campaign/ELITE/15/15	EXP_DECANTER	5	DIAMONDS	10			21512	Once,FollowUp	CampaignWin			ELITE	15	15	
21518	ELITE_15_18	ACHIEVEMENT	4	claim	campaign/ELITE/15/18	STAMINA	120	DIAMONDS	10			21515	Once,FollowUp	CampaignWin			ELITE	15	18	
21600	ELITE_16_0	ACHIEVEMENT	4	claim	campaign/ELITE/16/0	EXP_DECANTER	5	DIAMONDS	10			21518	Once,FollowUp,TL101,HasChapter	CampaignWin			ELITE	16	0	
21603	ELITE_16_3	ACHIEVEMENT	4	claim	campaign/ELITE/16/3	GOLD	300000	DIAMONDS	10			21600	Once,FollowUp	CampaignWin			ELITE	16	3	
21606	ELITE_16_6	ACHIEVEMENT	4	claim	campaign/ELITE/16/6	EXP_DECANTER	5	DIAMONDS	10			21603	Once,FollowUp	CampaignWin			ELITE	16	6	
21609	ELITE_16_9	ACHIEVEMENT	4	claim	campaign/ELITE/16/9	STAMINA	60	DIAMONDS	10			21606	Once,FollowUp	CampaignWin			ELITE	16	9	
21612	ELITE_16_12	ACHIEVEMENT	4	claim	campaign/ELITE/16/12	GOLD	300000	DIAMONDS	10			21609	Once,FollowUp	CampaignWin			ELITE	16	12	
21615	ELITE_16_15	ACHIEVEMENT	4	claim	campaign/ELITE/16/15	EXP_DECANTER	5	DIAMONDS	10			21612	Once,FollowUp	CampaignWin			ELITE	16	15	
21618	ELITE_16_18	ACHIEVEMENT	4	claim	campaign/ELITE/16/18	STAMINA	120	DIAMONDS	10			21615	Once,FollowUp	CampaignWin			ELITE	16	18	
21700	ELITE_17_0	ACHIEVEMENT	4	claim	campaign/ELITE/17/0	EXP_DECANTER	5	DIAMONDS	10			21618	Once,FollowUp,TL106,HasChapter	CampaignWin			ELITE	17	0	
21703	ELITE_17_3	ACHIEVEMENT	4	claim	campaign/ELITE/17/3	GOLD	320000	DIAMONDS	10			21700	Once,FollowUp	CampaignWin			ELITE	17	3	
21706	ELITE_17_6	ACHIEVEMENT	4	claim	campaign/ELITE/17/6	EXP_DECANTER	5	DIAMONDS	10			21703	Once,FollowUp	CampaignWin			ELITE	17	6	
21709	ELITE_17_9	ACHIEVEMENT	4	claim	campaign/ELITE/17/9	STAMINA	60	DIAMONDS	10			21706	Once,FollowUp	CampaignWin			ELITE	17	9	
21712	ELITE_17_12	ACHIEVEMENT	4	claim	campaign/ELITE/17/12	GOLD	320000	DIAMONDS	10			21709	Once,FollowUp	CampaignWin			ELITE	17	12	
21715	ELITE_17_15	ACHIEVEMENT	4	claim	campaign/ELITE/17/15	EXP_DECANTER	5	DIAMONDS	10			21712	Once,FollowUp	CampaignWin			ELITE	17	15	
21718	ELITE_17_18	ACHIEVEMENT	4	claim	campaign/ELITE/17/18	STAMINA	120	DIAMONDS	10			21715	Once,FollowUp	CampaignWin			ELITE	17	18	
21800	ELITE_18_0	ACHIEVEMENT	4	claim	campaign/ELITE/18/0	EXP_DECANTER	5	DIAMONDS	10			21718	Once,FollowUp,TL111,HasChapter	CampaignWin			ELITE	18	0	
21803	ELITE_18_3	ACHIEVEMENT	4	claim	campaign/ELITE/18/3	GOLD	340000	DIAMONDS	10			21800	Once,FollowUp	CampaignWin			ELITE	18	3	
21806	ELITE_18_6	ACHIEVEMENT	4	claim	campaign/ELITE/18/6	EXP_DECANTER	5	DIAMONDS	10			21803	Once,FollowUp	CampaignWin			ELITE	18	6	
21809	ELITE_18_9	ACHIEVEMENT	4	claim	campaign/ELITE/18/9	STAMINA	60	DIAMONDS	10			21806	Once,FollowUp	CampaignWin			ELITE	18	9	
21812	ELITE_18_12	ACHIEVEMENT	4	claim	campaign/ELITE/18/12	GOLD	340000	DIAMONDS	10			21809	Once,FollowUp	CampaignWin			ELITE	18	12	
21815	ELITE_18_15	ACHIEVEMENT	4	claim	campaign/ELITE/18/15	EXP_DECANTER	5	DIAMONDS	10			21812	Once,FollowUp	CampaignWin			ELITE	18	15	
21818	ELITE_18_18	ACHIEVEMENT	4	claim	campaign/ELITE/18/18	STAMINA	120	DIAMONDS	10			21815	Once,FollowUp	CampaignWin			ELITE	18	18	
21900	ELITE_19_0	ACHIEVEMENT	4	claim	campaign/ELITE/19/0	EXP_DECANTER	5	DIAMONDS	10			21818	Once,FollowUp,TL116,HasChapter	CampaignWin			ELITE	19	0	
21903	ELITE_19_3	ACHIEVEMENT	4	claim	campaign/ELITE/19/3	GOLD	360000	DIAMONDS	10			21900	Once,FollowUp	CampaignWin			ELITE	19	3	
21906	ELITE_19_6	ACHIEVEMENT	4	claim	campaign/ELITE/19/6	EXP_DECANTER	5	DIAMONDS	10			21903	Once,FollowUp	CampaignWin			ELITE	19	6	
21909	ELITE_19_9	ACHIEVEMENT	4	claim	campaign/ELITE/19/9	STAMINA	60	DIAMONDS	10			21906	Once,FollowUp	CampaignWin			ELITE	19	9	
21912	ELITE_19_12	ACHIEVEMENT	4	claim	campaign/ELITE/19/12	GOLD	360000	DIAMONDS	10			21909	Once,FollowUp	CampaignWin			ELITE	19	12	
21915	ELITE_19_15	ACHIEVEMENT	4	claim	campaign/ELITE/19/15	EXP_DECANTER	5	DIAMONDS	10			21912	Once,FollowUp	CampaignWin			ELITE	19	15	
21918	ELITE_19_18	ACHIEVEMENT	4	claim	campaign/ELITE/19/18	STAMINA	120	DIAMONDS	10			21915	Once,FollowUp	CampaignWin			ELITE	19	18	
22000	ELITE_20_0	ACHIEVEMENT	4	claim	campaign/ELITE/20/0	EXP_DECANTER	5	DIAMONDS	10			21918	Once,FollowUp,TL121,HasChapter	CampaignWin			ELITE	20	0	
22003	ELITE_20_3	ACHIEVEMENT	4	claim	campaign/ELITE/20/3	GOLD	380000	DIAMONDS	10			22000	Once,FollowUp	CampaignWin			ELITE	20	3	
22006	ELITE_20_6	ACHIEVEMENT	4	claim	campaign/ELITE/20/6	EXP_DECANTER	5	DIAMONDS	10			22003	Once,FollowUp	CampaignWin			ELITE	20	6	
22009	ELITE_20_9	ACHIEVEMENT	4	claim	campaign/ELITE/20/9	STAMINA	60	DIAMONDS	10			22006	Once,FollowUp	CampaignWin			ELITE	20	9	
22012	ELITE_20_12	ACHIEVEMENT	4	claim	campaign/ELITE/20/12	GOLD	380000	DIAMONDS	10			22009	Once,FollowUp	CampaignWin			ELITE	20	12	
22015	ELITE_20_15	ACHIEVEMENT	4	claim	campaign/ELITE/20/15	EXP_DECANTER	5	DIAMONDS	10			22012	Once,FollowUp	CampaignWin			ELITE	20	15	
